Department,SaleDate,Amount,Quantity,ItemCode,ItemDescription,Salesperson
Toys,2021-09-06,679.82,7,M013,Vacuum Cleaner,Olivia
Home Appliances,2023-02-21,273.95,6,D004,Novel,Michael
Toys,2021-02-27,939.91,7,L012,Dress,Michael
Clothing,2023-01-17,283.61,8,B002,T-shirt,Michael
Clothing,2022-08-21,735.08,4,N014,Art Book,Andrew
Clothing,2021-02-20,185.53,3,J010,Board Game,Sarah
Toys,2022-01-05,510.72,7,D004,Novel,Andrew
Clothing,2023-05-01,742.68,5,N014,Art Book,Michael
Electronics,2022-04-12,111.04,8,O015,Puzzle,John
Electronics,2020-06-13,596.28,6,A001,Smartphone,Emily
Toys,2021-10-11,789.82,1,G007,Jeans,Daniel
Toys,2022-05-13,833.28,6,B002,T-shirt,David
Home Appliances,2023-01-02,792.78,3,D004,Novel,Daniel
Toys,2021-09-18,316.16,1,G007,Jeans,David
Electronics,2023-03-30,416.8,1,E005,Action Figure,Andrew
Home Appliances,2020-07-15,674.61,9,H008,Microwave,Alex
Toys,2023-02-22,966.15,6,G007,Jeans,John
Toys,2021-07-22,984.05,2,G007,Jeans,Emily
Toys,2022-07-31,517.78,4,I009,Cookbook,Andrew
Books,2022-07-08,971.96,4,D004,Novel,Sarah
Books,2023-05-22,671.05,8,E005,Action Figure,Michael
Home Appliances,2021-10-03,455.41,4,G007,Jeans,Emily
Electronics,2020-11-07,313.28,6,N014,Art Book,Michael
Clothing,2022-07-31,951.52,7,E005,Action Figure,Alex
Toys,2021-11-15,585.27,3,D004,Novel,David
Clothing,2021-01-01,683.53,8,B002,T-shirt,Michael
Clothing,2023-03-07,678.77,2,J010,Board Game,Andrew
Clothing,2021-01-01,223.1,3,K011,Headphones,David
Toys,2022-09-27,191.42,3,H008,Microwave,Olivia
Books,2021-05-22,303.55,2,C003,Refrigerator,Michael
Clothing,2020-07-21,720.5,10,L012,Dress,Emily
Toys,2022-08-19,765.77,8,M013,Vacuum Cleaner,Alex
Home Appliances,2021-07-01,350.78,9,H008,Microwave,Jane
Toys,2022-04-14,625.16,4,H008,Microwave,Olivia
Clothing,2023-05-14,888.93,6,M013,Vacuum Cleaner,Daniel
Electronics,2022-11-28,621.0,3,O015,Puzzle,Daniel
Books,2022-08-27,822.62,6,I009,Cookbook,Olivia
Books,2023-05-08,468.79,10,E005,Action Figure,Alex
Electronics,2020-07-19,611.48,2,A001,Smartphone,Daniel
Books,2022-07-07,494.36,8,B002,T-shirt,Andrew
Clothing,2022-11-29,595.9,5,A001,Smartphone,David
Books,2022-12-02,438.78,1,N014,Art Book,Daniel
Electronics,2021-10-07,542.22,8,I009,Cookbook,Jane
Clothing,2023-02-11,559.36,3,M013,Vacuum Cleaner,Alex
Home Appliances,2022-05-04,531.6,1,C003,Refrigerator,John
Books,2020-08-20,174.95,10,G007,Jeans,Jane
Electronics,2020-06-15,178.13,5,L012,Dress,John
Home Appliances,2023-05-18,407.67,2,E005,Action Figure,Sarah
Home Appliances,2021-08-18,321.28,4,O015,Puzzle,Olivia
Books,2023-05-21,649.32,8,G007,Jeans,David
Electronics,2022-06-29,258.36,1,B002,T-shirt,Michael
Toys,2021-01-05,518.99,10,O015,Puzzle,Andrew
Books,2021-11-10,517.24,3,K011,Headphones,Alex
Home Appliances,2022-05-14,851.83,9,M013,Vacuum Cleaner,Jane
Electronics,2023-02-05,268.43,8,G007,Jeans,David
Books,2020-07-23,436.92,4,C003,Refrigerator,John
Books,2022-09-09,573.64,3,L012,Dress,Alex
Home Appliances,2022-02-18,320.67,4,I009,Cookbook,Jane
Electronics,2021-06-06,272.92,3,J010,Board Game,Daniel
Toys,2023-03-08,575.35,2,H008,Microwave,Jane
Books,2021-12-16,161.24,6,M013,Vacuum Cleaner,David
Books,2022-03-17,501.19,9,L012,Dress,Emily
Books,2022-01-22,679.3,6,J010,Board Game,Jane
Home Appliances,2023-02-02,258.96,1,K011,Headphones,Emily
Home Appliances,2022-04-07,904.48,4,F006,Laptop,Emily
Clothing,2023-03-09,488.16,3,A001,Smartphone,Jane
Books,2020-09-16,552.96,1,J010,Board Game,Michael
Electronics,2022-08-05,936.15,2,M013,Vacuum Cleaner,David
Books,2021-06-09,162.11,8,L012,Dress,Michael
Clothing,2023-01-31,424.24,1,E005,Action Figure,Olivia
Toys,2021-09-13,178.39,8,D004,Novel,Sarah
Electronics,2020-12-03,509.39,1,E005,Action Figure,David
Home Appliances,2023-05-14,925.77,4,H008,Microwave,Andrew
Toys,2022-01-14,911.43,9,B002,T-shirt,Michael
Clothing,2021-11-05,704.91,1,D004,Novel,Alex
Electronics,2021-02-03,659.42,8,F006,Laptop,Emily
Toys,2023-05-10,632.43,5,N014,Art Book,John
Clothing,2021-03-13,602.6,8,N014,Art Book,David
Toys,2020-10-26,666.03,3,I009,Cookbook,Jane
Toys,2022-08-15,962.55,4,F006,Laptop,Olivia
Clothing,2022-05-28,902.08,9,G007,Jeans,David
Clothing,2020-08-02,912.88,5,H008,Microwave,Jane
Toys,2020-06-08,274.38,9,J010,Board Game,Andrew
Toys,2021-05-09,170.14,10,M013,Vacuum Cleaner,Michael
Books,2020-09-12,504.6,4,D004,Novel,John
Electronics,2022-10-31,830.09,9,K011,Headphones,Andrew
Toys,2020-08-31,694.95,4,D004,Novel,Alex
Clothing,2022-10-09,235.39,6,M013,Vacuum Cleaner,Sarah
Home Appliances,2021-03-06,653.17,4,B002,T-shirt,Olivia
Clothing,2022-09-07,623.19,10,H008,Microwave,Emily
Home Appliances,2021-06-10,969.89,2,G007,Jeans,Emily
Books,2021-09-23,298.61,10,G007,Jeans,Michael
Electronics,2023-04-14,686.43,5,N014,Art Book,Andrew
Clothing,2021-01-01,854.25,10,I009,Cookbook,Michael
Electronics,2022-02-03,994.53,6,E005,Action Figure,Olivia
Books,2020-10-01,345.76,8,N014,Art Book,Alex
Home Appliances,2023-02-11,219.04,1,H008,Microwave,Andrew
Home Appliances,2021-12-26,669.99,9,H008,Microwave,David
Electronics,2021-02-05,355.85,2,L012,Dress,Alex
Clothing,2020-07-25,141.62,6,L012,Dress,John
Home Appliances,2021-12-19,730.22,9,G007,Jeans,Michael
Books,2020-11-13,969.8,7,O015,Puzzle,Olivia
Toys,2021-10-10,215.19,9,J010,Board Game,Alex
Clothing,2021-02-06,697.59,5,I009,Cookbook,Michael
Books,2023-01-18,872.18,10,E005,Action Figure,Emily
Electronics,2022-05-31,718.7,8,B002,T-shirt,Andrew
Books,2023-02-27,666.32,2,J010,Board Game,Jane
Electronics,2023-03-04,571.87,1,J010,Board Game,Michael
Clothing,2020-08-05,714.21,5,A001,Smartphone,Andrew
Electronics,2022-07-30,464.02,1,K011,Headphones,David
Clothing,2022-05-25,283.96,5,E005,Action Figure,Alex
Books,2022-08-02,172.54,6,A001,Smartphone,Jane
Books,2021-03-15,265.83,3,O015,Puzzle,Jane
Toys,2022-03-16,259.78,8,F006,Laptop,David
Books,2020-12-27,434.64,5,C003,Refrigerator,Andrew
Electronics,2020-06-05,524.62,4,E005,Action Figure,Sarah
Electronics,2021-04-17,562.1,5,A001,Smartphone,Andrew
Home Appliances,2022-01-17,624.49,10,H008,Microwave,Alex
Toys,2023-03-30,817.65,3,M013,Vacuum Cleaner,Michael
Clothing,2022-09-17,125.57,4,B002,T-shirt,Emily
Books,2020-09-26,800.35,10,K011,Headphones,Olivia
Toys,2020-10-23,577.87,7,K011,Headphones,Andrew
Electronics,2022-02-09,649.07,1,D004,Novel,Emily
Electronics,2022-05-20,871.79,2,B002,T-shirt,Andrew
Books,2022-03-13,212.42,2,D004,Novel,Daniel
Books,2023-01-28,861.95,7,G007,Jeans,David
Books,2022-05-19,857.2,8,D004,Novel,Emily
Clothing,2020-10-05,759.77,3,H008,Microwave,Alex
Clothing,2021-04-09,204.89,8,M013,Vacuum Cleaner,Michael
Clothing,2021-09-12,336.18,2,O015,Puzzle,Andrew
Home Appliances,2021-02-27,679.16,5,K011,Headphones,David
Clothing,2022-08-18,325.01,4,C003,Refrigerator,Emily
Clothing,2022-05-11,499.51,3,B002,T-shirt,Daniel
Books,2022-08-29,921.85,1,J010,Board Game,David
Electronics,2023-03-27,162.4,6,E005,Action Figure,David
Home Appliances,2020-07-29,777.62,1,D004,Novel,Alex
Clothing,2022-05-12,493.97,6,K011,Headphones,Sarah
Toys,2022-01-09,315.39,9,J010,Board Game,Alex
Electronics,2021-10-31,432.15,10,J010,Board Game,Daniel
Books,2023-03-28,794.51,4,D004,Novel,Olivia
Electronics,2022-10-25,306.96,10,N014,Art Book,Michael
Electronics,2022-04-01,238.86,7,B002,T-shirt,Daniel
Toys,2023-04-17,809.27,8,K011,Headphones,John
Toys,2021-09-04,963.46,9,H008,Microwave,John
Home Appliances,2022-06-14,438.11,7,L012,Dress,Olivia
Books,2021-09-27,343.01,7,J010,Board Game,Sarah
Electronics,2022-01-18,751.95,9,D004,Novel,Sarah
Electronics,2020-07-07,496.59,1,N014,Art Book,Michael
Clothing,2023-01-28,913.17,1,L012,Dress,John
Toys,2022-07-31,319.44,5,H008,Microwave,Andrew
Books,2020-07-30,988.21,7,N014,Art Book,Jane
Electronics,2023-03-31,331.1,9,I009,Cookbook,Olivia
Toys,2020-11-08,831.67,7,F006,Laptop,John
Home Appliances,2022-09-22,498.72,3,B002,T-shirt,Andrew
Home Appliances,2023-03-02,253.99,4,J010,Board Game,Andrew
Clothing,2022-08-22,975.38,1,C003,Refrigerator,Daniel
Toys,2023-05-23,446.28,2,F006,Laptop,Michael
Home Appliances,2020-09-21,992.61,6,K011,Headphones,David
Toys,2022-09-18,285.21,8,F006,Laptop,Alex
Clothing,2020-08-22,563.92,3,I009,Cookbook,Jane
Home Appliances,2021-01-18,507.46,10,N014,Art Book,Alex
Clothing,2022-03-21,172.75,10,J010,Board Game,David
Clothing,2021-09-30,395.6,4,I009,Cookbook,Alex
Home Appliances,2022-05-24,787.68,9,I009,Cookbook,David
Home Appliances,2022-12-16,158.11,3,A001,Smartphone,John
Clothing,2023-03-08,679.96,7,C003,Refrigerator,John
Home Appliances,2020-09-19,735.09,10,J010,Board Game,Olivia
Electronics,2022-02-06,736.72,4,N014,Art Book,Sarah
Toys,2023-03-25,194.84,8,D004,Novel,Sarah
Home Appliances,2022-05-16,742.59,2,L012,Dress,Alex
Home Appliances,2023-05-20,186.5,8,M013,Vacuum Cleaner,Michael
Toys,2022-03-28,590.01,2,A001,Smartphone,Andrew
Books,2021-07-16,141.89,2,C003,Refrigerator,Olivia
Home Appliances,2020-06-25,721.16,4,F006,Laptop,Alex
Electronics,2021-10-23,298.23,3,F006,Laptop,Alex
Home Appliances,2021-04-04,544.21,2,D004,Novel,Olivia
Books,2022-12-10,435.95,9,C003,Refrigerator,Sarah
Clothing,2020-06-23,430.11,5,M013,Vacuum Cleaner,Jane
Electronics,2022-05-27,477.85,1,B002,T-shirt,Jane
Clothing,2020-12-12,245.42,10,K011,Headphones,Andrew
Books,2023-01-09,369.97,8,H008,Microwave,David
Clothing,2022-10-06,438.54,10,D004,Novel,Alex
Home Appliances,2021-07-19,882.22,8,M013,Vacuum Cleaner,John
Clothing,2023-01-20,625.63,5,N014,Art Book,Michael
Toys,2020-07-25,193.38,4,G007,Jeans,John
Toys,2021-06-12,166.32,8,C003,Refrigerator,Sarah
Clothing,2020-10-07,553.35,1,N014,Art Book,Jane
Home Appliances,2022-01-15,859.97,6,E005,Action Figure,Daniel
Clothing,2022-08-20,759.3,8,L012,Dress,Alex
Toys,2021-02-13,969.9,7,M013,Vacuum Cleaner,Sarah
Home Appliances,2020-07-21,545.18,7,F006,Laptop,Alex
Books,2022-04-04,413.57,3,D004,Novel,Olivia
Clothing,2022-08-16,761.8,6,O015,Puzzle,Jane
Home Appliances,2023-04-11,337.49,10,G007,Jeans,Jane
Home Appliances,2020-09-11,812.98,9,I009,Cookbook,John
Home Appliances,2023-03-03,996.24,10,N014,Art Book,John
Books,2021-11-18,985.72,1,L012,Dress,Michael
Electronics,2022-07-21,897.99,7,G007,Jeans,Jane
Electronics,2020-06-01,822.18,3,C003,Refrigerator,David
Toys,2021-07-15,352.96,1,E005,Action Figure,Andrew
Toys,2022-02-07,118.31,6,K011,Headphones,Andrew
Electronics,2021-09-11,624.16,8,I009,Cookbook,Jane
Electronics,2020-10-18,605.96,9,A001,Smartphone,David
Electronics,2023-05-16,418.25,5,L012,Dress,Michael
Home Appliances,2022-05-09,766.84,4,O015,Puzzle,Alex
Clothing,2020-12-23,398.26,1,M013,Vacuum Cleaner,Jane
Clothing,2021-10-23,245.93,10,M013,Vacuum Cleaner,Olivia
Clothing,2022-06-28,717.59,8,D004,Novel,Jane
Electronics,2022-03-03,180.23,1,N014,Art Book,Emily
Home Appliances,2020-11-13,943.53,4,B002,T-shirt,Jane
Home Appliances,2021-11-01,527.11,5,E005,Action Figure,Daniel
Clothing,2021-07-29,197.54,6,D004,Novel,Alex
Books,2022-09-29,375.11,10,K011,Headphones,Jane
Home Appliances,2022-06-08,501.72,5,D004,Novel,Michael
Electronics,2020-12-10,714.61,5,N014,Art Book,Michael
Home Appliances,2021-11-10,905.98,8,L012,Dress,David
Clothing,2021-09-15,795.65,3,B002,T-shirt,Jane
Books,2021-10-19,955.65,2,A001,Smartphone,Andrew
Toys,2022-04-01,801.13,9,L012,Dress,Daniel
Clothing,2022-12-03,103.33,9,D004,Novel,Daniel
Electronics,2023-02-01,950.59,1,H008,Microwave,John
Toys,2023-01-24,802.52,2,G007,Jeans,David
Books,2020-12-16,423.5,5,F006,Laptop,Olivia
Books,2021-01-08,368.14,4,E005,Action Figure,Michael
Home Appliances,2020-07-04,569.89,7,C003,Refrigerator,Sarah
Home Appliances,2022-12-09,370.95,4,E005,Action Figure,Michael
Toys,2021-04-28,721.16,2,L012,Dress,John
Home Appliances,2022-02-18,209.42,6,N014,Art Book,David
Toys,2023-01-17,532.18,4,H008,Microwave,Daniel
Toys,2021-09-01,892.04,1,I009,Cookbook,Andrew
Toys,2022-09-11,363.28,6,H008,Microwave,Michael
Electronics,2021-05-23,174.16,5,J010,Board Game,John
Toys,2022-07-10,221.7,9,O015,Puzzle,Jane
Toys,2021-06-12,509.09,4,M013,Vacuum Cleaner,Michael
Electronics,2022-01-09,658.6,4,G007,Jeans,Michael
Books,2021-06-10,188.66,6,J010,Board Game,John
Toys,2021-05-16,674.93,6,J010,Board Game,Alex
Electronics,2021-08-03,275.8,4,G007,Jeans,Michael
Clothing,2022-04-25,477.49,2,M013,Vacuum Cleaner,Daniel
Books,2023-05-11,886.15,8,L012,Dress,Jane
Toys,2023-02-09,631.45,7,A001,Smartphone,Jane
Books,2020-06-25,400.7,10,N014,Art Book,Olivia
Books,2022-11-27,475.15,9,F006,Laptop,Andrew
Toys,2022-03-06,601.1,7,H008,Microwave,Alex
Books,2020-06-08,961.91,10,O015,Puzzle,Daniel
Home Appliances,2020-06-20,587.52,3,N014,Art Book,Daniel
Electronics,2022-07-03,102.91,2,C003,Refrigerator,Emily
Books,2021-11-28,551.09,7,E005,Action Figure,Jane
Clothing,2023-02-09,742.71,7,G007,Jeans,Andrew
Clothing,2022-08-26,335.59,1,G007,Jeans,David
Books,2022-07-14,217.94,7,E005,Action Figure,Michael
Toys,2021-06-12,630.09,2,B002,T-shirt,Daniel
Toys,2023-04-02,224.92,9,N014,Art Book,Michael
Clothing,2022-01-19,303.58,10,N014,Art Book,David
Home Appliances,2021-01-31,888.77,1,O015,Puzzle,John
Toys,2022-09-10,900.3,8,J010,Board Game,John
Electronics,2021-06-24,206.94,8,E005,Action Figure,Emily
Electronics,2023-05-02,614.87,3,B002,T-shirt,John
Clothing,2022-01-19,987.51,10,H008,Microwave,Sarah
Clothing,2021-03-17,758.09,9,K011,Headphones,Jane
Electronics,2020-09-24,638.28,6,N014,Art Book,David
Home Appliances,2023-03-27,880.71,9,G007,Jeans,Alex
Home Appliances,2021-06-30,345.62,6,J010,Board Game,Alex
Home Appliances,2022-11-19,710.42,3,D004,Novel,Emily
Books,2021-02-05,989.92,7,D004,Novel,David
Clothing,2021-04-28,432.11,10,C003,Refrigerator,Emily
Books,2021-09-19,355.64,8,M013,Vacuum Cleaner,Emily
Toys,2020-09-02,930.61,1,D004,Novel,David
Clothing,2021-09-20,778.21,5,D004,Novel,Michael
Books,2022-02-19,244.3,10,N014,Art Book,David
Books,2023-01-13,641.4,3,E005,Action Figure,John
Clothing,2021-05-19,814.49,6,I009,Cookbook,Emily
Clothing,2023-05-04,288.22,7,M013,Vacuum Cleaner,Olivia
Clothing,2023-01-29,877.19,7,M013,Vacuum Cleaner,Michael
Books,2020-11-29,721.52,1,B002,T-shirt,Sarah
Home Appliances,2022-05-11,438.74,10,L012,Dress,Alex
Toys,2023-05-13,683.94,4,H008,Microwave,Emily
Toys,2021-09-18,160.37,10,K011,Headphones,Michael
Toys,2022-09-14,482.78,3,M013,Vacuum Cleaner,Jane
Electronics,2020-11-16,187.04,6,M013,Vacuum Cleaner,David
Home Appliances,2022-05-06,625.65,9,O015,Puzzle,Olivia
Toys,2021-07-09,208.89,2,E005,Action Figure,Sarah
Books,2023-04-09,444.65,1,C003,Refrigerator,Olivia
Books,2020-08-26,398.77,8,A001,Smartphone,Emily
Books,2020-12-13,376.1,4,O015,Puzzle,Daniel
Books,2021-09-26,440.41,10,A001,Smartphone,Jane
Clothing,2020-07-14,820.27,8,A001,Smartphone,David
Clothing,2022-11-17,508.23,2,M013,Vacuum Cleaner,Andrew
Home Appliances,2022-09-21,507.59,8,E005,Action Figure,John
Toys,2023-02-18,676.99,4,E005,Action Figure,Olivia
Books,2021-08-17,622.97,8,A001,Smartphone,Olivia
Clothing,2021-02-28,414.41,8,L012,Dress,Daniel
Toys,2020-11-29,550.84,10,C003,Refrigerator,Alex
Toys,2021-08-24,633.8,3,H008,Microwave,Michael
Toys,2021-01-02,765.74,5,K011,Headphones,Michael
Books,2021-03-01,883.06,3,I009,Cookbook,Emily
Books,2021-12-02,345.43,4,J010,Board Game,Olivia
Toys,2021-10-05,857.95,10,B002,T-shirt,Emily
Home Appliances,2022-03-05,699.28,10,O015,Puzzle,Andrew
Clothing,2021-10-18,392.7,5,M013,Vacuum Cleaner,Daniel
Electronics,2023-01-30,186.73,5,E005,Action Figure,Sarah
Electronics,2022-06-24,474.53,9,L012,Dress,Daniel
Home Appliances,2020-12-16,546.61,4,N014,Art Book,Andrew
Electronics,2022-06-13,299.22,8,H008,Microwave,Alex
Toys,2023-03-24,579.34,2,G007,Jeans,Sarah
Clothing,2020-12-15,687.69,7,B002,T-shirt,Emily
Electronics,2020-12-10,359.59,2,K011,Headphones,Sarah
Books,2021-07-06,526.49,2,K011,Headphones,Jane
Toys,2022-06-20,889.86,10,A001,Smartphone,Daniel
Clothing,2022-05-26,443.34,6,K011,Headphones,David
Clothing,2022-05-07,795.16,9,E005,Action Figure,Daniel
Books,2021-02-22,552.17,8,H008,Microwave,Alex
Books,2023-03-22,655.46,10,H008,Microwave,Emily
Electronics,2021-03-24,249.82,7,F006,Laptop,Michael
Electronics,2021-09-23,318.84,5,D004,Novel,Olivia
Electronics,2022-11-17,959.59,6,B002,T-shirt,Andrew
Books,2023-05-01,493.46,9,E005,Action Figure,Daniel
Electronics,2022-12-18,263.32,1,F006,Laptop,John
Books,2020-07-04,752.29,2,G007,Jeans,Alex
Home Appliances,2020-06-01,358.81,6,J010,Board Game,Andrew
Home Appliances,2021-11-22,627.21,8,B002,T-shirt,Jane
Clothing,2020-10-31,872.75,6,M013,Vacuum Cleaner,Andrew
Clothing,2021-06-27,507.38,3,L012,Dress,Emily
Clothing,2020-08-05,131.61,1,E005,Action Figure,Andrew
Home Appliances,2022-11-18,442.64,6,K011,Headphones,Emily
Electronics,2021-06-25,853.02,1,K011,Headphones,Daniel
Electronics,2021-11-14,115.68,6,H008,Microwave,David
Toys,2021-01-08,854.51,7,M013,Vacuum Cleaner,Olivia
Electronics,2022-03-20,133.66,7,C003,Refrigerator,Daniel
Electronics,2022-03-21,705.72,7,N014,Art Book,Andrew
Toys,2021-06-23,624.64,6,G007,Jeans,Jane
Toys,2023-02-27,200.17,6,C003,Refrigerator,Daniel
Home Appliances,2022-01-29,651.06,1,B002,T-shirt,Daniel
Toys,2022-03-25,892.48,5,M013,Vacuum Cleaner,Alex
Clothing,2020-12-13,840.8,4,F006,Laptop,Olivia
Clothing,2021-02-20,827.69,2,N014,Art Book,Olivia
Clothing,2020-11-02,872.34,4,N014,Art Book,Michael
Toys,2023-04-03,570.16,1,O015,Puzzle,Michael
Books,2022-05-29,239.58,8,D004,Novel,Jane
Clothing,2020-09-29,670.25,6,J010,Board Game,Emily
Books,2023-03-13,363.08,5,O015,Puzzle,Olivia
Books,2021-07-08,818.06,9,I009,Cookbook,Andrew
Electronics,2021-01-31,314.56,1,K011,Headphones,Jane
Clothing,2022-11-19,693.67,6,I009,Cookbook,Emily
Electronics,2022-06-10,186.62,9,L012,Dress,David
Books,2022-01-22,836.91,6,L012,Dress,Alex
Toys,2022-02-17,409.52,2,C003,Refrigerator,Emily
Home Appliances,2022-05-17,101.75,5,I009,Cookbook,Emily
Electronics,2020-06-27,931.01,5,D004,Novel,Michael
Clothing,2022-05-25,362.43,3,B002,T-shirt,Olivia
Toys,2022-04-28,754.81,4,E005,Action Figure,Andrew
Clothing,2021-01-06,582.04,7,N014,Art Book,Andrew
Electronics,2022-08-06,653.93,3,F006,Laptop,Andrew
Home Appliances,2022-05-11,365.66,1,J010,Board Game,Alex
Clothing,2021-01-26,257.98,8,M013,Vacuum Cleaner,Alex
Clothing,2023-01-25,257.41,3,L012,Dress,Daniel
Toys,2021-11-20,864.89,9,I009,Cookbook,David
Clothing,2023-03-16,452.35,3,J010,Board Game,Daniel
Toys,2022-08-27,324.26,3,D004,Novel,Alex
Clothing,2022-08-01,873.6,8,B002,T-shirt,Andrew
Electronics,2023-02-17,892.01,1,G007,Jeans,Olivia
Books,2021-08-31,108.72,2,N014,Art Book,Sarah
Electronics,2023-04-26,646.34,3,D004,Novel,David
Books,2022-02-16,904.19,7,L012,Dress,Sarah
Home Appliances,2021-05-26,138.69,9,A001,Smartphone,Alex
Home Appliances,2021-08-20,965.33,9,B002,T-shirt,Alex
Toys,2021-01-30,656.96,2,G007,Jeans,Jane
Home Appliances,2021-06-07,942.09,4,C003,Refrigerator,Olivia
Electronics,2021-09-12,564.82,4,D004,Novel,Olivia
Clothing,2020-07-27,792.97,1,M013,Vacuum Cleaner,Andrew
Electronics,2022-02-19,590.47,8,J010,Board Game,David
Toys,2020-08-03,657.1,9,E005,Action Figure,Jane
Toys,2022-01-27,822.44,1,M013,Vacuum Cleaner,Alex
Books,2022-08-02,735.56,1,I009,Cookbook,Olivia
Toys,2023-04-18,375.93,6,A001,Smartphone,Emily
Books,2022-08-24,795.04,10,N014,Art Book,Jane
Toys,2022-07-16,778.94,8,M013,Vacuum Cleaner,Emily
Home Appliances,2021-07-05,111.82,8,L012,Dress,John
Books,2021-03-23,794.48,9,M013,Vacuum Cleaner,Daniel
Electronics,2022-08-02,488.87,2,D004,Novel,John
Clothing,2021-03-06,828.78,2,I009,Cookbook,Michael
Home Appliances,2021-04-24,480.52,6,N014,Art Book,Andrew
Books,2021-05-18,312.31,10,A001,Smartphone,Alex
Toys,2021-09-11,444.14,10,B002,T-shirt,Jane
Electronics,2021-12-14,255.01,10,K011,Headphones,Andrew
Electronics,2022-05-28,412.36,1,N014,Art Book,Daniel
Books,2021-03-14,550.34,8,M013,Vacuum Cleaner,John
Clothing,2023-01-28,245.65,9,G007,Jeans,Daniel
Home Appliances,2022-07-24,499.4,5,M013,Vacuum Cleaner,Emily
Electronics,2021-01-17,885.4,2,J010,Board Game,Emily
Clothing,2021-12-12,675.12,3,K011,Headphones,Sarah
Clothing,2023-01-25,981.01,3,B002,T-shirt,Andrew
Books,2022-03-14,485.46,3,G007,Jeans,Emily
Toys,2023-02-01,291.72,10,F006,Laptop,David
Electronics,2023-01-14,548.74,3,G007,Jeans,Emily
Home Appliances,2020-12-23,321.63,4,E005,Action Figure,Sarah
Clothing,2021-02-21,170.22,2,L012,Dress,Emily
Books,2021-02-23,916.5,9,I009,Cookbook,Sarah
Clothing,2021-02-03,494.95,5,K011,Headphones,Sarah
Toys,2021-07-27,897.26,4,C003,Refrigerator,Michael
Clothing,2023-03-23,750.32,10,I009,Cookbook,David
Clothing,2022-04-17,284.1,7,J010,Board Game,Olivia
Electronics,2021-07-30,802.63,3,A001,Smartphone,Daniel
Home Appliances,2020-09-30,339.95,9,K011,Headphones,Alex
Books,2020-11-06,120.02,7,I009,Cookbook,John
Toys,2022-01-06,294.31,6,L012,Dress,Sarah
Home Appliances,2023-04-16,941.14,8,F006,Laptop,Olivia
Home Appliances,2021-09-06,328.1,2,C003,Refrigerator,Daniel
Toys,2022-02-05,604.05,5,L012,Dress,Emily
Electronics,2023-03-28,660.91,2,I009,Cookbook,Jane
Books,2021-06-22,843.58,6,G007,Jeans,Sarah
Clothing,2021-10-31,446.37,9,D004,Novel,Michael
Books,2020-08-31,307.56,10,M013,Vacuum Cleaner,David
Clothing,2022-07-14,179.88,9,G007,Jeans,Jane
Clothing,2022-03-10,880.23,1,A001,Smartphone,Alex
Books,2021-10-04,638.66,4,N014,Art Book,John
Electronics,2022-11-26,850.91,6,L012,Dress,David
Home Appliances,2023-04-23,954.36,6,L012,Dress,Alex
Home Appliances,2022-02-12,159.24,8,D004,Novel,Andrew
Electronics,2023-01-15,666.01,2,H008,Microwave,John
Books,2021-11-01,296.71,10,N014,Art Book,Andrew
Books,2020-12-15,629.92,9,J010,Board Game,Emily
Home Appliances,2023-04-09,235.77,3,D004,Novel,Daniel
Books,2020-06-07,925.09,5,L012,Dress,Michael
Electronics,2021-06-08,246.33,9,O015,Puzzle,Alex
Toys,2022-06-13,512.2,2,C003,Refrigerator,David
Toys,2020-12-19,849.98,1,G007,Jeans,Michael
Books,2021-11-10,672.08,4,K011,Headphones,John
Clothing,2023-03-08,204.14,9,F006,Laptop,Daniel
Clothing,2021-11-17,884.22,7,K011,Headphones,John
Toys,2023-05-27,947.68,3,E005,Action Figure,Andrew
Books,2022-01-08,460.04,8,H008,Microwave,Andrew
Toys,2022-05-06,584.4,10,I009,Cookbook,David
Toys,2022-10-11,618.17,1,J010,Board Game,Daniel
Clothing,2021-09-14,103.15,4,B002,T-shirt,Alex
Toys,2022-01-11,929.78,3,N014,Art Book,Jane
Toys,2020-11-06,361.57,9,B002,T-shirt,Alex
Electronics,2022-01-16,182.02,6,C003,Refrigerator,David
Clothing,2022-09-30,490.83,5,N014,Art Book,Olivia
Books,2022-08-04,364.22,5,A001,Smartphone,David
