ASX_Code,Company,Headline,Date,Summary,PDF_Link
CNB,CARNABY RESOURCES LIMITED,Exceptional High Grade Breccia Drill Results from Trek 1,2026-03-25,8.1m @ 9.9% CuEq Shares on Issue 276.1M Market Cap (@ 36.5 cents) $101M Including 4.3m @ 16.5% CuEq Cash $16.0M1 1As at 31 December 2025. Carnaby Resources Limited (ASX: CNB) (Carnaby or the Company) is pleased to announce further exploration drill results from the Greater Duchess Project,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03071772-6A1317739?access_token=83ff96335c2d45a094df02a206a39ff4
AAR,ASTRAL RESOURCES NL,Significant High-Grade Gold Intersected at Spargoville,2026-03-25,"Spargoville Gold Project – Wattle Dam Complex • Assay results received for 39 holes (4,234m) from the reverse circulation (RC) in-fill and extensional drill program completed in January 2026 at the Wattle Dam Complex, within the Spargoville Gold Project in Western Australia.",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03071777-6A1317740?access_token=83ff96335c2d45a094df02a206a39ff4
MOH,MOHO RESOURCES LIMITED,Bush Chook expanded with historic high-grade gold mine added,2026-03-25,Moho Resources Ltd P.,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03071711-6A1317724?access_token=83ff96335c2d45a094df02a206a39ff4
GTG,GENETIC TECHNOLOGIES LIMITED,Update on Proposed Acquisition Strategy,2026-03-24,"ASX Market Announcement Update on Proposed Acquisition Strategy Sydney Australia, 24 March 2026: Genetic Technologies Limited (ASX: GTG, “Company”, “GTG”) advises that it will no longer be proceeding with the previously contemplated acquisition of Ellerfield Wealth and Walker Capital Private Wealth ",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03071506-3A690015?access_token=83ff96335c2d45a094df02a206a39ff4
KLV,KLEVO REWARDS LIMITED,Klevo Accelerates Global Expansion with Bybit Partnership,2026-03-24,"Klevo Accelerates Global Expansion with Strategic Bybit Partnership to Launch KLVAUD Stablecoin, Mastercard and Rewards Ecosystem Klevo Rewards Limited (ASX: KLV) (“Klevo” or “Company”) is pleased to announce that its wholly owned subsidiary, Fly Wallet Pty Ltd (“Fly Wallet”), will partner with glob",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03071453-6A1317624?access_token=83ff96335c2d45a094df02a206a39ff4
SKK,STAKK LIMITED,Stakk Lands A$7.85M Major Client Contract,2026-03-24,"Stakk lands A$7.85M (US$5.5M) Major Contract as demand for its AI-native execution-layer infrastructure increases Sydney, Tuesday 24 March 2026, Stakk Ltd (ASX: SKK) (“Stakk” or “the Company”), a leading AI-native trust and decisioning infrastructure provider for regulated industries, is pleased to ",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03071451-6A1317623?access_token=83ff96335c2d45a094df02a206a39ff4
RCE,RECCE PHARMACEUTICALS LTD,Brazil Patent Granted for RECCE Anti-Infectives,2026-03-24,"Brazil Patent Granted for RECCE® Anti-Infectives Sydney Australia, 24 March 2026: Recce Pharmaceuticals Limited (ASX:RCE, FSE:R9Q) (Recce or the Company), a leading developer of a New Class of Synthetic Anti-Infectives, is pleased to announce the Brazilian National Institute of Industrial Property (",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03071488-6A1317633?access_token=83ff96335c2d45a094df02a206a39ff4
LMG,LATROBE MAGNESIUM LIMITED,High Grade MgO Produced,2026-03-24,or LMG) (ASX: LMG) is pleased to provide the assay results of the recent continuous production of Magnesium Oxide from its Hazelwood North Demonstration Plant.,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03071423-2A1662011?access_token=83ff96335c2d45a094df02a206a39ff4
FG1,FLYNN GOLD LIMITED,More Firetower Shallow High-Grade Gold-Tungsten Intercepts,2026-03-24,JOIN FLYNN GOLD’S INTERACTIVE INVESTOR HUB to interact with Flynn’s announcements and updates by asking questions or making comments which our team will respond to where possible More Shallow High-Grade Gold- Tungsten Intercepts at Firetower Follow-up drilling to commence next quarter,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03071433-3A689999?access_token=83ff96335c2d45a094df02a206a39ff4
MGU,MAGNUM MINING AND EXPLORATION LIMITED,MULTIPLE ASSAYS EXCEED 100g/t AU & UP TO 18.35% CU,2026-03-24,"MULTIPLE ASSAYS EXCEED 100g/t GOLD AND UP A systematic surface geochemical program at the Parker Project has returned high-grade gold and copper results from the Eagle Nest, Red Breccia and NSW Detachment targets, confirming and extending key interpreted mineralised corridors and structures across t",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03071507-6A1317642?access_token=83ff96335c2d45a094df02a206a39ff4
AVW,AVIRA RESOURCES LTD,High-Grade Gold Confirmed at Mt Cattlin,2026-03-24,"Market Announcements Office 152-158 St George's Terrace MT CATTLIN Avira Resources Ltd (ASX: AVW) (Avira or the Company) is pleased to report the confirmation of significant high-grade gold intersections at W: www.aviraresourcesltd.com.au the Mt Cattlin Gold Project in Western Australia, following t",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03071434-6A1317618?access_token=83ff96335c2d45a094df02a206a39ff4
G6M,GROUP 6 METALS LIMITED,Group 6 Metals Signs Offtake Agreement Extension,2026-03-24,"Group 6 Metals Signs Offtake Agreement extension with Traxys Europe S.A. Group 6 Metals Limited (“the Company”, “G6M”) is pleased to announce the signing of a multi-year offtake agreement extension with prominent global commodities trading firm, Traxys Europe S.A.",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03071345-2A1661923?access_token=83ff96335c2d45a094df02a206a39ff4
SQX,SQX RESOURCES LIMITED,Spectacular Channel Sampling Assays at Red Bird Gold Project,2026-03-24,"• Systematic channel sampling at the Red Bird Gold Project in Arizona has returned spectacular gold results • Continuous horizontal, shallow underground chip channel sampling results over multiple levels within the historical Red Bird workings include: RBCH037: 13.7m @ 16.0g/t Au incl.",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03071416-2A1662007?access_token=83ff96335c2d45a094df02a206a39ff4
AQX,ALICE QUEEN LIMITED,NEW HIGH-GRADE GOLD TARGET IDENTIFIED AT VIAN,2026-03-24,"Alice Queen Limited (ASX:AQX) (“Alice Queen” or “the Company”) is pleased to provide shareholders with trench geochemical sampling results from its exploration program carried out at the Company’s 100% owned low-sulphidation, high-grade epithermal gold project, Viani, located at Vanua Levu, Fiji.",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03071398-6A1317603?access_token=83ff96335c2d45a094df02a206a39ff4
PL3,PATAGONIA LITHIUM LTD,Formentera Lithium Drilling Assay Update,2026-03-24,Formentera Well Six Lithium Assay of 412ppm • Assays from Formentera concession well JAM 26-06 (Well 6) have been received and the highest assay was 412ppm lithium at 405-416 metres.,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03071374-3A689988?access_token=83ff96335c2d45a094df02a206a39ff4
PFE,PANTERA MINERALS LIMITED,High Grade Antimony to 3.9% Sb Confirm Priority Drill Target,2026-03-24,"24th March 2026 High-Grade Antimony to 3.9% Sb and Extensive Soil Anomalies Confirm Priority First modern exploration assays from the Gillham Project have delivered high-grade antimony and base metal results, validating the project’s potential and accelerating progress toward a maiden drill",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03071381-6A1317600?access_token=83ff96335c2d45a094df02a206a39ff4
BHL,BLACK HORSE MINING LIMITED,Further High-Grade Gold - Mt Egerton Gold Project,2026-03-24,"Further High-Grade Gold - Mt Egerton Gold Project • Exceptional high-grade, near-surface gold intersected in hole 26MEDD004, with assays up to 46.2g/t Au within a 4.4m mineralised zone from 49.65m downhole • New mineralised zone extends known high-grade gold ~10m vertically above the intercept repor",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03071254-6A1317575?access_token=83ff96335c2d45a094df02a206a39ff4
MRD,MOUNT RIDLEY MINES LIMITED,Major Heavy Rare Earth Resource at Mount Ridley Project,2026-03-24,"Major Heavy Rare Earth Resource Estimate at Mount Ridley Project 41% Heavy Rare Earth Oxides Ratio, rich in Dysprosium & Terbium • Inferred Mineral Resource of 122.56Mt @ 889 ppm TREO for 108,954 tonnes of contained TREO metal with 44,610t contained HREO reported at a 300 ppm TREO cut-off.",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03071438-6A1317610?access_token=83ff96335c2d45a094df02a206a39ff4
FEL,FORTE ENERGY LIMITED,AWARD OF HIGHLY PROSPECTIVE ALASKAN LEASES,2026-03-23,"▪ Forte Energy announced as highest bidder on two new leases adjacent to its Umiat oil field acreage, bidding US$27/acre for 13,220 acres ▪ Existing 3D seismic data exhibits strong AVO anomalies over an estimated 22 km2 area, downdip of the shallow Umiat oil field ▪ Structural downdip prospect offer",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03071059-3A689910?access_token=83ff96335c2d45a094df02a206a39ff4
EGY,ENERGY TECHNOLOGIES LIMITED,EGY IP Acquisition,2026-03-23,"Acquisition of Maradin Ltd’s Laser Optical Engineering IP portfolio, by Cogenic, a 100% owned subsidiary Key highlights:  Inserts Cogenic at a later stage prototype ready position  Cogenic will be a late-stage developer in full laser projection optical  The focus of the technology is on ultra-nea",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03070967-2A1661712?access_token=83ff96335c2d45a094df02a206a39ff4
YUG,YUGO METALS LIMITED,Petrovo licence approved,2026-03-23,ASX:YUG · 23 March 2026 · Page 1 of 5 ● A S X RE LE AS E · MA RK E T A NNOU NC EMENT 23 March 2026 Yugo Metals Limited Government Approval Unlocks High-Grade Polymetallic Project at Petrovo (Sockovac) The Government of the Republic of Srpska (Bosnia and Herzegovina) has formally approved,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03070953-6A1317421?access_token=83ff96335c2d45a094df02a206a39ff4
MHC,MANHATTAN GOLD CORPORATION LIMITED,Drill Contract Awarded for Hook Lake,2026-03-23,"Drill Contract Awarded for Hook Lake Strategic Drilling to Prove up District Scale High Grade Gold and Polymetallic Resource Opportunity ▪ Reverse circulation (RC) drilling for an initial 4,000m contracted for the Hook Lake Project in Nunavut, Canada awarded to Northspan Explorations Ltd.",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03070926-6A1317443?access_token=83ff96335c2d45a094df02a206a39ff4
MI6,MINERALS 260 LIMITED,FIRB Approval Received for Final $95M Royalty Payment,2026-03-23,"FIRB Approval Received for Franco-Nevada’s Final $95 million Payment of Royalty Funding Further to its announcement of 23 February 2026 regarding its $220 million strategic funding package, Minerals 260 Limited (ASX:MI6) (“Minerals 260” or “the Company”) is pleased to announce that Franco-Nevada Aus",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03070879-6A1317419?access_token=83ff96335c2d45a094df02a206a39ff4
ENL,ENLITIC INC.,Data Migration Contract with Penn Medicine,2026-03-23,"1635 Foxtrail Drive, Suite 111A Loveland, CO 80538 US$1.5M Data Migration Contract with Penn Medicine  Penn Medicine Doylestown Health is part of Penn Medicine, University of Pennsylvania Health System, one of the world’s leading academic health systems  Under the agreement, Laitek will migrate ov",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03070850-3A689867?access_token=83ff96335c2d45a094df02a206a39ff4
NXN,NEXSEN LIMITED,FDA feedback derisks US approval pathway for StrepSure,2026-03-23,FDA Feedback De-Risks U.S. Approval Pathway for StrepSure® Nexsen Limited (ASX:NXN) (“Nexsen” or the “Company”) is pleased to announce the successful completion of a Pre-Submission meeting conducted under the U.S.,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03070875-2A1661641?access_token=83ff96335c2d45a094df02a206a39ff4
ICL,ICENI GOLD LIMITED,$1.55m Raised and Strategic Tenement Acquisition,2026-03-23,"$1.55m Raised and Strategic Tenement Acquisition Iceni Gold Limited (ASX: ICL) (Iceni or the Company) is pleased to announce a successful capital raising to fund ongoing gold exploration at the 14 Mile Well Gold Project (14MWGP), between Leonora and Laverton and the acquisition of a package of tenem",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03071036-6A1317465?access_token=83ff96335c2d45a094df02a206a39ff4
MKR,MANUKA RESOURCES LTD.,Amended Announcement - Updated Cobar Basin PFS,2026-03-23,Amended Announcement Updated Cobar Basin PFS Highlighting Substantial Increase in Profit and NPV Announcement Manuka Resources Limited (ASX: MKR; NZX: MKR) (the Company) releases the attached Amended Announcement following a review by ASX of the announcement dated 30 January 2026 (Original Announcem,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03071148-2A1661863?access_token=83ff96335c2d45a094df02a206a39ff4
SHN,SUNSHINE METALS LIMITED,Sunshine awarded CEI grant to drill Trooper Creek target,2026-03-23,"Sunshine Metals Limited ASX: SHN U26,31-45 Eyre St info@shnmetals.com.au North Ward, Qld 4810 shnmetals.com.au Sunshine awarded CEI grant to drill Trooper Creek Au-Ag-Cu-Zn target • Sunshine awarded $202,235 grant through Round 10 of the Queensland Government’s",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03070922-6A1317440?access_token=83ff96335c2d45a094df02a206a39ff4
KZR,KALAMAZOO RESOURCES LIMITED,Excellent Extension Drilling Results Delivered at AGP,2026-03-23,Excellent Extension Drilling Results Delivered at Ashburton Gold Project • Kalamazoo Resources Limited (ASX: KZR) (“Kalamazoo” or the “Company”) has received initial assay results from its recent drilling program at the Ashburton Gold Project (“AGP”) • Kalamazoo is targeting resource growth beyond t,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03070821-6A1317404?access_token=83ff96335c2d45a094df02a206a39ff4
OLY,OLYMPIO METALS LIMITED,Bonanza Gold Intercept from Phase 2 Drilling at Bousquet,2026-03-23,23rd March 2026 Bonanza Gold Intercept From Phase 2 Drilling at Bousquet • First assays received for Phase 2 drilling at Paquin result in bonanza gold intercept: o 7.5m @ 41.81 g/t Au from 182m (BO-26-63) • This result is the best gold drill intersection for the Bousquet Project to date and adds,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03070819-6A1317402?access_token=83ff96335c2d45a094df02a206a39ff4
